league_code,season_code,Div,Date,HomeTeam,AwayTeam,FTR
E2,1819,E2,2018-08-18,Accrington,Charlton,D
E2,1819,E2,2018-08-18,Barnsley,AFC Wimbledon,D
E2,1819,E2,2018-08-18,Burton,Doncaster,H
E2,1819,E2,2018-08-18,Coventry,Plymouth,H
E2,1819,E2,2018-08-18,Fleetwood Town,Rochdale,D
E2,1819,E2,2018-08-18,Peterboro,Luton,H
E2,1819,E2,2018-08-18,Portsmouth,Oxford,H
E2,1819,E2,2018-08-18,Shrewsbury,Blackpool,D
E2,1819,E2,2018-08-18,Southend,Bradford,H
E2,1819,E2,2018-08-18,Walsall,Gillingham,H
E2,1819,E2,2018-08-18,Wycombe,Bristol Rvs,A
E2,1819,E2,2018-08-19,Sunderland,Scunthorpe,H
E2,1819,E2,2018-08-21,AFC Wimbledon,Walsall,A
E2,1819,E2,2018-08-21,Blackpool,Coventry,H
E2,1819,E2,2018-08-21,Bradford,Burton,H
E2,1819,E2,2018-08-21,Bristol Rvs,Portsmouth,A
E2,1819,E2,2018-08-21,Charlton,Peterboro,A
E2,1819,E2,2018-08-21,Doncaster,Shrewsbury,D
E2,1819,E2,2018-08-21,Luton,Southend,H
E2,1819,E2,2018-08-21,Oxford,Accrington,A
E2,1819,E2,2018-08-21,Plymouth,Wycombe,D
E2,1819,E2,2018-08-21,Rochdale,Barnsley,A
E2,1819,E2,2018-08-22,Gillingham,Sunderland,A
E2,1819,E2,2018-08-22,Scunthorpe,Fleetwood Town,A
E2,1819,E2,2018-08-25,AFC Wimbledon,Sunderland,A
E2,1819,E2,2018-08-25,Blackpool,Accrington,D
E2,1819,E2,2018-08-25,Bradford,Wycombe,A
E2,1819,E2,2018-08-25,Bristol Rvs,Southend,A
E2,1819,E2,2018-08-25,Charlton,Fleetwood Town,D
E2,1819,E2,2018-08-25,Doncaster,Portsmouth,D
E2,1819,E2,2018-08-25,Gillingham,Coventry,D
E2,1819,E2,2018-08-25,Luton,Shrewsbury,H
E2,1819,E2,2018-08-25,Oxford,Burton,H
E2,1819,E2,2018-08-25,Plymouth,Peterboro,A
E2,1819,E2,2018-08-25,Rochdale,Walsall,A
E2,1819,E2,2018-08-25,Scunthorpe,Barnsley,D
E2,1819,E2,2018-09-01,Accrington,Scunthorpe,D
E2,1819,E2,2018-09-01,Barnsley,Gillingham,H
E2,1819,E2,2018-09-01,Burton,AFC Wimbledon,H
E2,1819,E2,2018-09-01,Coventry,Rochdale,A
E2,1819,E2,2018-09-01,Fleetwood Town,Bradford,H
E2,1819,E2,2018-09-01,Peterboro,Doncaster,D
E2,1819,E2,2018-09-01,Portsmouth,Plymouth,H
E2,1819,E2,2018-09-01,Shrewsbury,Bristol Rvs,D
E2,1819,E2,2018-09-01,Southend,Charlton,A
E2,1819,E2,2018-09-01,Sunderland,Oxford,D
E2,1819,E2,2018-09-01,Walsall,Blackpool,D
E2,1819,E2,2018-09-01,Wycombe,Luton,D
E2,1819,E2,2018-09-08,Accrington,Burton,D
E2,1819,E2,2018-09-08,Barnsley,Walsall,D
E2,1819,E2,2018-09-08,Blackpool,Bradford,H
E2,1819,E2,2018-09-08,Bristol Rvs,Plymouth,D
E2,1819,E2,2018-09-08,Charlton,Wycombe,H
E2,1819,E2,2018-09-08,Doncaster,Luton,H
E2,1819,E2,2018-09-08,Gillingham,AFC Wimbledon,A
E2,1819,E2,2018-09-08,Portsmouth,Shrewsbury,D
E2,1819,E2,2018-09-08,Scunthorpe,Rochdale,D
E2,1819,E2,2018-09-08,Southend,Peterboro,A
E2,1819,E2,2018-09-08,Sunderland,Fleetwood Town,D
E2,1819,E2,2018-09-09,Oxford,Coventry,A
E2,1819,E2,2018-09-15,AFC Wimbledon,Scunthorpe,A
E2,1819,E2,2018-09-15,Bradford,Charlton,A
E2,1819,E2,2018-09-15,Burton,Sunderland,H
E2,1819,E2,2018-09-15,Coventry,Barnsley,H
E2,1819,E2,2018-09-15,Fleetwood Town,Accrington,D
E2,1819,E2,2018-09-15,Luton,Bristol Rvs,H
E2,1819,E2,2018-09-15,Peterboro,Portsmouth,A
E2,1819,E2,2018-09-15,Plymouth,Blackpool,A
E2,1819,E2,2018-09-15,Rochdale,Gillingham,H
E2,1819,E2,2018-09-15,Shrewsbury,Southend,H
E2,1819,E2,2018-09-15,Walsall,Doncaster,A
E2,1819,E2,2018-09-15,Wycombe,Oxford,D
E2,1819,E2,2018-09-22,Accrington,AFC Wimbledon,H
E2,1819,E2,2018-09-22,Blackpool,Luton,D
E2,1819,E2,2018-09-22,Bristol Rvs,Coventry,H
E2,1819,E2,2018-09-22,Charlton,Plymouth,H
E2,1819,E2,2018-09-22,Doncaster,Bradford,H
E2,1819,E2,2018-09-22,Gillingham,Peterboro,A
E2,1819,E2,2018-09-22,Oxford,Walsall,A
E2,1819,E2,2018-09-22,Portsmouth,Wycombe,D
E2,1819,E2,2018-09-22,Scunthorpe,Shrewsbury,H
E2,1819,E2,2018-09-22,Southend,Fleetwood Town,H
E2,1819,E2,2018-09-22,Sunderland,Rochdale,H
E2,1819,E2,2018-09-29,AFC Wimbledon,Oxford,H
E2,1819,E2,2018-09-29,Bradford,Bristol Rvs,D
E2,1819,E2,2018-09-29,Burton,Scunthorpe,D
E2,1819,E2,2018-09-29,Coventry,Sunderland,D
E2,1819,E2,2018-09-29,Fleetwood Town,Barnsley,A
E2,1819,E2,2018-09-29,Luton,Charlton,D
E2,1819,E2,2018-09-29,Peterboro,Blackpool,D
E2,1819,E2,2018-09-29,Plymouth,Doncaster,A
E2,1819,E2,2018-09-29,Rochdale,Portsmouth,A
E2,1819,E2,2018-09-29,Shrewsbury,Gillingham,D
E2,1819,E2,2018-09-29,Walsall,Accrington,A
E2,1819,E2,2018-09-29,Wycombe,Southend,A
E2,1819,E2,2018-10-02,Accrington,Doncaster,H
E2,1819,E2,2018-10-02,AFC Wimbledon,Bradford,A
E2,1819,E2,2018-10-02,Barnsley,Plymouth,D
E2,1819,E2,2018-10-02,Burton,Southend,A
E2,1819,E2,2018-10-02,Coventry,Portsmouth,A
E2,1819,E2,2018-10-02,Fleetwood Town,Wycombe,D
E2,1819,E2,2018-10-02,Oxford,Luton,A
E2,1819,E2,2018-10-02,Rochdale,Bristol Rvs,D
E2,1819,E2,2018-10-02,Scunthorpe,Charlton,H
E2,1819,E2,2018-10-02,Sunderland,Peterboro,D
E2,1819,E2,2018-10-02,Walsall,Shrewsbury,D
E2,1819,E2,2018-10-06,Blackpool,Rochdale,D
E2,1819,E2,2018-10-06,Bradford,Sunderland,A
E2,1819,E2,2018-10-06,Bristol Rvs,Walsall,A
E2,1819,E2,2018-10-06,Charlton,Coventry,A
E2,1819,E2,2018-10-06,Doncaster,Fleetwood Town,A
E2,1819,E2,2018-10-06,Luton,Scunthorpe,H
E2,1819,E2,2018-10-06,Peterboro,Barnsley,A
E2,1819,E2,2018-10-06,Plymouth,AFC Wimbledon,H
E2,1819,E2,2018-10-06,Portsmouth,Gillingham,A
E2,1819,E2,2018-10-06,Shrewsbury,Accrington,H
E2,1819,E2,2018-10-06,Southend,Oxford,D
E2,1819,E2,2018-10-06,Wycombe,Burton,H
E2,1819,E2,2018-10-13,Accrington,Bradford,H
E2,1819,E2,2018-10-13,AFC Wimbledon,Portsmouth,A
E2,1819,E2,2018-10-13,Barnsley,Luton,H
E2,1819,E2,2018-10-13,Burton,Bristol Rvs,H
E2,1819,E2,2018-10-13,Coventry,Wycombe,H
E2,1819,E2,2018-10-13,Fleetwood Town,Shrewsbury,H
E2,1819,E2,2018-10-13,Gillingham,Southend,A
E2,1819,E2,2018-10-13,Oxford,Plymouth,H
E2,1819,E2,2018-10-13,Rochdale,Doncaster,A
E2,1819,E2,2018-10-13,Scunthorpe,Peterboro,A
E2,1819,E2,2018-10-20,Blackpool,AFC Wimbledon,H
E2,1819,E2,2018-10-20,Bradford,Rochdale,A
E2,1819,E2,2018-10-20,Bristol Rvs,Oxford,D
E2,1819,E2,2018-10-20,Charlton,Barnsley,H
E2,1819,E2,2018-10-20,Doncaster,Gillingham,D
E2,1819,E2,2018-10-20,Luton,Walsall,H
E2,1819,E2,2018-10-20,Peterboro,Accrington,A
E2,1819,E2,2018-10-20,Plymouth,Burton,A
E2,1819,E2,2018-10-20,Portsmouth,Fleetwood Town,H
E2,1819,E2,2018-10-20,Shrewsbury,Sunderland,A
E2,1819,E2,2018-10-20,Southend,Coventry,A
E2,1819,E2,2018-10-20,Wycombe,Scunthorpe,H
E2,1819,E2,2018-10-23,Blackpool,Scunthorpe,H
E2,1819,E2,2018-10-23,Bradford,Coventry,A
E2,1819,E2,2018-10-23,Bristol Rvs,AFC Wimbledon,H
E2,1819,E2,2018-10-23,Charlton,Oxford,D
E2,1819,E2,2018-10-23,Doncaster,Sunderland,A
E2,1819,E2,2018-10-23,Luton,Accrington,H
E2,1819,E2,2018-10-23,Peterboro,Fleetwood Town,H
E2,1819,E2,2018-10-23,Plymouth,Gillingham,H
E2,1819,E2,2018-10-23,Portsmouth,Burton,D
E2,1819,E2,2018-10-23,Shrewsbury,Barnsley,H
E2,1819,E2,2018-10-23,Southend,Walsall,H
E2,1819,E2,2018-10-23,Wycombe,Rochdale,H
E2,1819,E2,2018-10-27,Accrington,Portsmouth,D
E2,1819,E2,2018-10-27,AFC Wimbledon,Luton,A
E2,1819,E2,2018-10-27,Barnsley,Bristol Rvs,H
E2,1819,E2,2018-10-27,Burton,Peterboro,A
E2,1819,E2,2018-10-27,Coventry,Doncaster,H
E2,1819,E2,2018-10-27,Fleetwood Town,Blackpool,H
E2,1819,E2,2018-10-27,Gillingham,Bradford,H
E2,1819,E2,2018-10-27,Oxford,Shrewsbury,H
E2,1819,E2,2018-10-27,Rochdale,Charlton,H
E2,1819,E2,2018-10-27,Scunthorpe,Plymouth,A
E2,1819,E2,2018-10-27,Sunderland,Southend,H
E2,1819,E2,2018-10-27,Walsall,Wycombe,H
E2,1819,E2,2018-11-03,AFC Wimbledon,Shrewsbury,A
E2,1819,E2,2018-11-03,Barnsley,Southend,H
E2,1819,E2,2018-11-03,Blackpool,Bristol Rvs,A
E2,1819,E2,2018-11-03,Bradford,Portsmouth,A
E2,1819,E2,2018-11-03,Charlton,Doncaster,H
E2,1819,E2,2018-11-03,Coventry,Accrington,D
E2,1819,E2,2018-11-03,Gillingham,Fleetwood Town,H
E2,1819,E2,2018-11-03,Plymouth,Sunderland,A
E2,1819,E2,2018-11-03,Rochdale,Luton,D
E2,1819,E2,2018-11-03,Scunthorpe,Oxford,D
E2,1819,E2,2018-11-03,Walsall,Burton,A
E2,1819,E2,2018-11-03,Wycombe,Peterboro,H
E2,1819,E2,2018-11-06,Gillingham,Blackpool,A
E2,1819,E2,2018-11-06,Walsall,Charlton,A
E2,1819,E2,2018-11-17,Accrington,Barnsley,A
E2,1819,E2,2018-11-17,Bristol Rvs,Scunthorpe,A
E2,1819,E2,2018-11-17,Burton,Coventry,H
E2,1819,E2,2018-11-17,Doncaster,AFC Wimbledon,H
E2,1819,E2,2018-11-17,Fleetwood Town,Walsall,D
E2,1819,E2,2018-11-17,Luton,Plymouth,H
E2,1819,E2,2018-11-17,Oxford,Gillingham,H
E2,1819,E2,2018-11-17,Peterboro,Bradford,D
E2,1819,E2,2018-11-17,Shrewsbury,Rochdale,H
E2,1819,E2,2018-11-17,Southend,Blackpool,A
E2,1819,E2,2018-11-17,Sunderland,Wycombe,D
E2,1819,E2,2018-11-23,Coventry,Peterboro,D
E2,1819,E2,2018-11-24,AFC Wimbledon,Southend,H
E2,1819,E2,2018-11-24,Barnsley,Doncaster,D
E2,1819,E2,2018-11-24,Blackpool,Burton,H
E2,1819,E2,2018-11-24,Bradford,Oxford,H
E2,1819,E2,2018-11-24,Charlton,Bristol Rvs,H
E2,1819,E2,2018-11-24,Gillingham,Luton,A
E2,1819,E2,2018-11-24,Plymouth,Fleetwood Town,H
E2,1819,E2,2018-11-24,Rochdale,Accrington,H
E2,1819,E2,2018-11-24,Scunthorpe,Portsmouth,A
E2,1819,E2,2018-11-24,Walsall,Sunderland,D
E2,1819,E2,2018-11-24,Wycombe,Shrewsbury,H
E2,1819,E2,2018-11-27,Accrington,Wycombe,A
E2,1819,E2,2018-11-27,Bristol Rvs,Gillingham,A
E2,1819,E2,2018-11-27,Burton,Charlton,A
E2,1819,E2,2018-11-27,Doncaster,Blackpool,H
E2,1819,E2,2018-11-27,Fleetwood Town,Coventry,H
E2,1819,E2,2018-11-27,Luton,Bradford,H
E2,1819,E2,2018-11-27,Oxford,Rochdale,H
E2,1819,E2,2018-11-27,Peterboro,AFC Wimbledon,H
E2,1819,E2,2018-11-27,Portsmouth,Walsall,H
E2,1819,E2,2018-11-27,Shrewsbury,Plymouth,H
E2,1819,E2,2018-11-27,Southend,Scunthorpe,H
E2,1819,E2,2018-11-27,Sunderland,Barnsley,H
E2,1819,E2,2018-12-08,AFC Wimbledon,Rochdale,D
E2,1819,E2,2018-12-08,Blackpool,Charlton,H
E2,1819,E2,2018-12-08,Bristol Rvs,Doncaster,A
E2,1819,E2,2018-12-08,Burton,Shrewsbury,H
E2,1819,E2,2018-12-08,Luton,Fleetwood Town,H
E2,1819,E2,2018-12-08,Peterboro,Oxford,D
E2,1819,E2,2018-12-08,Plymouth,Bradford,D
E2,1819,E2,2018-12-08,Portsmouth,Southend,H
E2,1819,E2,2018-12-08,Scunthorpe,Gillingham,A
E2,1819,E2,2018-12-08,Walsall,Coventry,H
E2,1819,E2,2018-12-08,Wycombe,Barnsley,H
E2,1819,E2,2018-12-11,Portsmouth,Charlton,A
E2,1819,E2,2018-12-15,Barnsley,Portsmouth,D
E2,1819,E2,2018-12-15,Bradford,Walsall,H
E2,1819,E2,2018-12-15,Charlton,AFC Wimbledon,H
E2,1819,E2,2018-12-15,Coventry,Luton,A
E2,1819,E2,2018-12-15,Doncaster,Scunthorpe,H
E2,1819,E2,2018-12-15,Fleetwood Town,Burton,H
E2,1819,E2,2018-12-15,Gillingham,Wycombe,D
E2,1819,E2,2018-12-15,Oxford,Blackpool,H
E2,1819,E2,2018-12-15,Rochdale,Plymouth,A
E2,1819,E2,2018-12-15,Shrewsbury,Peterboro,D
E2,1819,E2,2018-12-15,Southend,Accrington,H
E2,1819,E2,2018-12-15,Sunderland,Bristol Rvs,H
E2,1819,E2,2018-12-22,Blackpool,Barnsley,A
E2,1819,E2,2018-12-22,Bradford,Scunthorpe,H
E2,1819,E2,2018-12-22,Bristol Rvs,Fleetwood Town,H
E2,1819,E2,2018-12-22,Charlton,Gillingham,H
E2,1819,E2,2018-12-22,Doncaster,Oxford,D
E2,1819,E2,2018-12-22,Luton,Burton,H
E2,1819,E2,2018-12-22,Peterboro,Walsall,D
E2,1819,E2,2018-12-22,Plymouth,Accrington,A
E2,1819,E2,2018-12-22,Portsmouth,Sunderland,H
E2,1819,E2,2018-12-22,Shrewsbury,Coventry,H
E2,1819,E2,2018-12-22,Southend,Rochdale,A
E2,1819,E2,2018-12-22,Wycombe,AFC Wimbledon,A
E2,1819,E2,2018-12-26,Accrington,Shrewsbury,H
E2,1819,E2,2018-12-26,AFC Wimbledon,Plymouth,H
E2,1819,E2,2018-12-26,Barnsley,Peterboro,H
E2,1819,E2,2018-12-26,Burton,Wycombe,H
E2,1819,E2,2018-12-26,Coventry,Charlton,H
E2,1819,E2,2018-12-26,Fleetwood Town,Doncaster,H
E2,1819,E2,2018-12-26,Gillingham,Portsmouth,H
E2,1819,E2,2018-12-26,Oxford,Southend,A
E2,1819,E2,2018-12-26,Rochdale,Blackpool,H
E2,1819,E2,2018-12-26,Scunthorpe,Luton,A
E2,1819,E2,2018-12-26,Sunderland,Bradford,H
E2,1819,E2,2018-12-26,Walsall,Bristol Rvs,A
E2,1819,E2,2018-12-29,Accrington,Peterboro,A
E2,1819,E2,2018-12-29,AFC Wimbledon,Blackpool,D
E2,1819,E2,2018-12-29,Barnsley,Charlton,H
E2,1819,E2,2018-12-29,Burton,Plymouth,D
E2,1819,E2,2018-12-29,Coventry,Southend,H
E2,1819,E2,2018-12-29,Fleetwood Town,Portsmouth,A
E2,1819,E2,2018-12-29,Gillingham,Doncaster,A
E2,1819,E2,2018-12-29,Oxford,Bristol Rvs,A
E2,1819,E2,2018-12-29,Rochdale,Bradford,A
E2,1819,E2,2018-12-29,Scunthorpe,Wycombe,H
E2,1819,E2,2018-12-29,Sunderland,Shrewsbury,D
E2,1819,E2,2018-12-29,Walsall,Luton,D
E2,1819,E2,2019-01-01,Blackpool,Sunderland,A
E2,1819,E2,2019-01-01,Bradford,Accrington,H
E2,1819,E2,2019-01-01,Bristol Rvs,Burton,D
E2,1819,E2,2019-01-01,Charlton,Walsall,H
E2,1819,E2,2019-01-01,Doncaster,Rochdale,H
E2,1819,E2,2019-01-01,Luton,Barnsley,D
E2,1819,E2,2019-01-01,Peterboro,Scunthorpe,A
E2,1819,E2,2019-01-01,Plymouth,Oxford,H
E2,1819,E2,2019-01-01,Portsmouth,AFC Wimbledon,H
E2,1819,E2,2019-01-01,Shrewsbury,Fleetwood Town,D
E2,1819,E2,2019-01-01,Southend,Gillingham,H
E2,1819,E2,2019-01-01,Wycombe,Coventry,A
E2,1819,E2,2019-01-05,Charlton,Sunderland,D
E2,1819,E2,2019-01-05,Rochdale,Burton,A
E2,1819,E2,2019-01-05,Scunthorpe,Coventry,H
E2,1819,E2,2019-01-12,Accrington,Bristol Rvs,D
E2,1819,E2,2019-01-12,Barnsley,Bradford,H
E2,1819,E2,2019-01-12,Burton,Gillingham,A
E2,1819,E2,2019-01-12,Coventry,AFC Wimbledon,D
E2,1819,E2,2019-01-12,Fleetwood Town,Oxford,D
E2,1819,E2,2019-01-12,Peterboro,Rochdale,H
E2,1819,E2,2019-01-12,Portsmouth,Blackpool,A
E2,1819,E2,2019-01-12,Shrewsbury,Charlton,A
E2,1819,E2,2019-01-12,Southend,Plymouth,A
E2,1819,E2,2019-01-12,Sunderland,Luton,D
E2,1819,E2,2019-01-12,Walsall,Scunthorpe,A
E2,1819,E2,2019-01-12,Wycombe,Doncaster,H
E2,1819,E2,2019-01-19,AFC Wimbledon,Barnsley,A
E2,1819,E2,2019-01-19,Blackpool,Shrewsbury,D
E2,1819,E2,2019-01-19,Bradford,Southend,A
E2,1819,E2,2019-01-19,Bristol Rvs,Wycombe,A
E2,1819,E2,2019-01-19,Charlton,Accrington,H
E2,1819,E2,2019-01-19,Doncaster,Burton,D
E2,1819,E2,2019-01-19,Gillingham,Walsall,A
E2,1819,E2,2019-01-19,Luton,Peterboro,H
E2,1819,E2,2019-01-19,Oxford,Portsmouth,H
E2,1819,E2,2019-01-19,Plymouth,Coventry,H
E2,1819,E2,2019-01-19,Rochdale,Fleetwood Town,D
E2,1819,E2,2019-01-19,Scunthorpe,Sunderland,D
E2,1819,E2,2019-01-22,AFC Wimbledon,Fleetwood Town,A
E2,1819,E2,2019-01-22,Plymouth,Walsall,H
E2,1819,E2,2019-01-26,Barnsley,Rochdale,H
E2,1819,E2,2019-01-26,Burton,Bradford,D
E2,1819,E2,2019-01-26,Coventry,Blackpool,A
E2,1819,E2,2019-01-26,Fleetwood Town,Scunthorpe,A
E2,1819,E2,2019-01-26,Peterboro,Charlton,D
E2,1819,E2,2019-01-26,Southend,Luton,A
E2,1819,E2,2019-01-26,Wycombe,Plymouth,H
E2,1819,E2,2019-01-29,Blackpool,Wycombe,D
E2,1819,E2,2019-01-29,Bradford,Shrewsbury,H
E2,1819,E2,2019-01-29,Bristol Rvs,Peterboro,D
E2,1819,E2,2019-01-29,Gillingham,Accrington,D
E2,1819,E2,2019-01-29,Luton,Portsmouth,H
E2,1819,E2,2019-01-29,Oxford,Barnsley,D
E2,1819,E2,2019-02-02,Barnsley,Scunthorpe,H
E2,1819,E2,2019-02-02,Burton,Oxford,D
E2,1819,E2,2019-02-02,Coventry,Gillingham,D
E2,1819,E2,2019-02-02,Fleetwood Town,Charlton,H
E2,1819,E2,2019-02-02,Peterboro,Plymouth,A
E2,1819,E2,2019-02-02,Portsmouth,Doncaster,D
E2,1819,E2,2019-02-02,Shrewsbury,Luton,A
E2,1819,E2,2019-02-02,Southend,Bristol Rvs,A
E2,1819,E2,2019-02-02,Sunderland,AFC Wimbledon,H
E2,1819,E2,2019-02-02,Walsall,Rochdale,A
E2,1819,E2,2019-02-02,Wycombe,Bradford,D
E2,1819,E2,2019-02-09,AFC Wimbledon,Burton,A
E2,1819,E2,2019-02-09,Blackpool,Walsall,H
E2,1819,E2,2019-02-09,Bradford,Fleetwood Town,A
E2,1819,E2,2019-02-09,Bristol Rvs,Shrewsbury,D
E2,1819,E2,2019-02-09,Charlton,Southend,D
E2,1819,E2,2019-02-09,Doncaster,Peterboro,H
E2,1819,E2,2019-02-09,Gillingham,Barnsley,A
E2,1819,E2,2019-02-09,Luton,Wycombe,H
E2,1819,E2,2019-02-09,Oxford,Sunderland,D
E2,1819,E2,2019-02-09,Plymouth,Portsmouth,D
E2,1819,E2,2019-02-09,Rochdale,Coventry,A
E2,1819,E2,2019-02-09,Scunthorpe,Accrington,H
E2,1819,E2,2019-02-12,Doncaster,Southend,H
E2,1819,E2,2019-02-12,Sunderland,Blackpool,D
E2,1819,E2,2019-02-12,Walsall,AFC Wimbledon,A
E2,1819,E2,2019-02-15,Sunderland,Accrington,D
E2,1819,E2,2019-02-16,Barnsley,Wycombe,H
E2,1819,E2,2019-02-16,Bradford,Plymouth,D
E2,1819,E2,2019-02-16,Charlton,Blackpool,D
E2,1819,E2,2019-02-16,Coventry,Walsall,H
E2,1819,E2,2019-02-16,Fleetwood Town,Luton,A
E2,1819,E2,2019-02-16,Gillingham,Scunthorpe,H
E2,1819,E2,2019-02-16,Oxford,Peterboro,A
E2,1819,E2,2019-02-16,Shrewsbury,Burton,D
E2,1819,E2,2019-02-16,Southend,Portsmouth,D
E2,1819,E2,2019-02-19,Accrington,Oxford,H
E2,1819,E2,2019-02-19,Barnsley,Burton,D
E2,1819,E2,2019-02-19,Portsmouth,Bristol Rvs,D
E2,1819,E2,2019-02-19,Rochdale,AFC Wimbledon,A
E2,1819,E2,2019-02-19,Sunderland,Gillingham,H
E2,1819,E2,2019-02-23,Accrington,Southend,D
E2,1819,E2,2019-02-23,AFC Wimbledon,Charlton,A
E2,1819,E2,2019-02-23,Blackpool,Oxford,A
E2,1819,E2,2019-02-23,Bristol Rvs,Sunderland,A
E2,1819,E2,2019-02-23,Burton,Fleetwood Town,A
E2,1819,E2,2019-02-23,Peterboro,Shrewsbury,A
E2,1819,E2,2019-02-23,Plymouth,Rochdale,H
E2,1819,E2,2019-02-23,Portsmouth,Barnsley,D
E2,1819,E2,2019-02-23,Scunthorpe,Doncaster,D
E2,1819,E2,2019-02-23,Walsall,Bradford,H
E2,1819,E2,2019-02-23,Wycombe,Gillingham,A
E2,1819,E2,2019-02-24,Luton,Coventry,D
E2,1819,E2,2019-02-26,Shrewsbury,Doncaster,H
E2,1819,E2,2019-03-02,Accrington,Coventry,A
E2,1819,E2,2019-03-02,Bristol Rvs,Blackpool,H
E2,1819,E2,2019-03-02,Burton,Walsall,D
E2,1819,E2,2019-03-02,Doncaster,Charlton,D
E2,1819,E2,2019-03-02,Fleetwood Town,Gillingham,D
E2,1819,E2,2019-03-02,Luton,Rochdale,H
E2,1819,E2,2019-03-02,Oxford,Scunthorpe,H
E2,1819,E2,2019-03-02,Peterboro,Wycombe,H
E2,1819,E2,2019-03-02,Portsmouth,Bradford,H
E2,1819,E2,2019-03-02,Shrewsbury,AFC Wimbledon,D
E2,1819,E2,2019-03-02,Southend,Barnsley,A
E2,1819,E2,2019-03-02,Sunderland,Plymouth,H
E2,1819,E2,2019-03-05,Accrington,Blackpool,A
E2,1819,E2,2019-03-08,Coventry,Burton,A
E2,1819,E2,2019-03-09,AFC Wimbledon,Doncaster,H
E2,1819,E2,2019-03-09,Barnsley,Accrington,H
E2,1819,E2,2019-03-09,Blackpool,Southend,D
E2,1819,E2,2019-03-09,Bradford,Peterboro,H
E2,1819,E2,2019-03-09,Charlton,Portsmouth,H
E2,1819,E2,2019-03-09,Gillingham,Oxford,H
E2,1819,E2,2019-03-09,Plymouth,Luton,D
E2,1819,E2,2019-03-09,Rochdale,Shrewsbury,H
E2,1819,E2,2019-03-09,Scunthorpe,Bristol Rvs,A
E2,1819,E2,2019-03-09,Walsall,Fleetwood Town,H
E2,1819,E2,2019-03-09,Wycombe,Sunderland,D
E2,1819,E2,2019-03-12,AFC Wimbledon,Peterboro,H
E2,1819,E2,2019-03-12,Barnsley,Sunderland,D
E2,1819,E2,2019-03-12,Blackpool,Doncaster,D
E2,1819,E2,2019-03-12,Bradford,Luton,A
E2,1819,E2,2019-03-12,Charlton,Burton,H
E2,1819,E2,2019-03-12,Coventry,Fleetwood Town,H
E2,1819,E2,2019-03-12,Gillingham,Bristol Rvs,A
E2,1819,E2,2019-03-12,Plymouth,Shrewsbury,H
E2,1819,E2,2019-03-12,Rochdale,Oxford,D
E2,1819,E2,2019-03-12,Scunthorpe,Southend,H
E2,1819,E2,2019-03-12,Walsall,Portsmouth,A
E2,1819,E2,2019-03-12,Wycombe,Accrington,A
E2,1819,E2,2019-03-15,Doncaster,Barnsley,D
E2,1819,E2,2019-03-16,Bristol Rvs,Charlton,D
E2,1819,E2,2019-03-16,Burton,Blackpool,H
E2,1819,E2,2019-03-16,Fleetwood Town,Plymouth,H
E2,1819,E2,2019-03-16,Luton,Gillingham,D
E2,1819,E2,2019-03-16,Oxford,Bradford,H
E2,1819,E2,2019-03-16,Peterboro,Coventry,A
E2,1819,E2,2019-03-16,Portsmouth,Scunthorpe,H
E2,1819,E2,2019-03-16,Shrewsbury,Wycombe,H
E2,1819,E2,2019-03-16,Southend,AFC Wimbledon,A
E2,1819,E2,2019-03-16,Sunderland,Walsall,H
E2,1819,E2,2019-03-23,AFC Wimbledon,Gillingham,A
E2,1819,E2,2019-03-23,Bradford,Blackpool,A
E2,1819,E2,2019-03-23,Burton,Accrington,H
E2,1819,E2,2019-03-23,Coventry,Oxford,A
E2,1819,E2,2019-03-23,Luton,Doncaster,H
E2,1819,E2,2019-03-23,Peterboro,Southend,H
E2,1819,E2,2019-03-23,Plymouth,Bristol Rvs,D
E2,1819,E2,2019-03-23,Rochdale,Scunthorpe,H
E2,1819,E2,2019-03-23,Shrewsbury,Portsmouth,A
E2,1819,E2,2019-03-23,Walsall,Barnsley,A
E2,1819,E2,2019-03-26,Doncaster,Bristol Rvs,H
E2,1819,E2,2019-03-30,Accrington,Fleetwood Town,A
E2,1819,E2,2019-03-30,Barnsley,Coventry,D
E2,1819,E2,2019-03-30,Blackpool,Plymouth,D
E2,1819,E2,2019-03-30,Bristol Rvs,Luton,A
E2,1819,E2,2019-03-30,Charlton,Bradford,H
E2,1819,E2,2019-03-30,Doncaster,Walsall,H
E2,1819,E2,2019-03-30,Gillingham,Rochdale,D
E2,1819,E2,2019-03-30,Oxford,Wycombe,H
E2,1819,E2,2019-03-30,Scunthorpe,AFC Wimbledon,A
E2,1819,E2,2019-03-30,Southend,Shrewsbury,A
E2,1819,E2,2019-04-03,Accrington,Sunderland,A
E2,1819,E2,2019-04-06,AFC Wimbledon,Accrington,D
E2,1819,E2,2019-04-06,Bradford,Doncaster,A
E2,1819,E2,2019-04-06,Burton,Barnsley,H
E2,1819,E2,2019-04-06,Fleetwood Town,Southend,D
E2,1819,E2,2019-04-06,Luton,Blackpool,D
E2,1819,E2,2019-04-06,Peterboro,Gillingham,H
E2,1819,E2,2019-04-06,Plymouth,Charlton,A
E2,1819,E2,2019-04-06,Rochdale,Sunderland,A
E2,1819,E2,2019-04-06,Shrewsbury,Scunthorpe,D
E2,1819,E2,2019-04-06,Walsall,Oxford,A
